source,ensembl,uniprot,taxon,prefname
C1414085,http://purl.uniprot.org/opentargets/ENSG00000082701,http://purl.uniprot.org/uniprot/P49841,http://purl.uniprot.org/taxonomy/9606,Glycogen synthase kinase-3 beta
C1825598,http://purl.uniprot.org/opentargets/ENSG00000085998,http://purl.uniprot.org/uniprot/Q8WZA1,http://purl.uniprot.org/taxonomy/9606,"Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1"
C1413825,http://purl.uniprot.org/opentargets/ENSG00000100320,http://purl.uniprot.org/uniprot/O43251,http://purl.uniprot.org/taxonomy/9606,RNA binding protein fox-1 homolog 2
C1414899,http://purl.uniprot.org/opentargets/ENSG00000100410,http://purl.uniprot.org/uniprot/Q7RTV0,http://purl.uniprot.org/taxonomy/9606,PHD finger-like domain-containing protein 5A
C2239652,http://purl.uniprot.org/opentargets/ENSG00000102032,http://purl.uniprot.org/uniprot/P51606,http://purl.uniprot.org/taxonomy/9606,N-acylglucosamine 2-epimerase
C1413824,http://purl.uniprot.org/opentargets/ENSG00000102081,http://purl.uniprot.org/uniprot/Q06787,http://purl.uniprot.org/taxonomy/9606,Fragile X messenger ribonucleoprotein 1
C1539609,http://purl.uniprot.org/opentargets/ENSG00000104879,http://purl.uniprot.org/uniprot/P06732,http://purl.uniprot.org/taxonomy/9606,Creatine kinase M-type
C1420115,http://purl.uniprot.org/opentargets/ENSG00000104936,http://purl.uniprot.org/uniprot/Q09013,http://purl.uniprot.org/taxonomy/9606,Myotonin-protein kinase
C1415012,http://purl.uniprot.org/opentargets/ENSG00000106692,http://purl.uniprot.org/uniprot/O75072,http://purl.uniprot.org/taxonomy/9606,Ribitol-5-phosphate transferase FKTN
C1418779,http://purl.uniprot.org/opentargets/ENSG00000107105,http://purl.uniprot.org/uniprot/Q12926,http://purl.uniprot.org/taxonomy/9606,ELAV-like protein 2
C1334535,http://purl.uniprot.org/opentargets/ENSG00000108176,http://purl.uniprot.org/uniprot/Q9UKB3,http://purl.uniprot.org/taxonomy/9606,DnaJ homolog subfamily C member 12
C1414558,http://purl.uniprot.org/opentargets/ENSG00000108515,http://purl.uniprot.org/uniprot/P13929,http://purl.uniprot.org/taxonomy/9606,Beta-enolase
C1826644,http://purl.uniprot.org/opentargets/ENSG00000108654,http://purl.uniprot.org/uniprot/P17844,http://purl.uniprot.org/taxonomy/9606,Probable ATP-dependent RNA helicase DDX5
C1425226,http://purl.uniprot.org/opentargets/ENSG00000109819,http://purl.uniprot.org/uniprot/Q9UBK2,http://purl.uniprot.org/taxonomy/9606,Peroxisome proliferator-activated receptor gamma coactivator 1-alpha
C1413554,http://purl.uniprot.org/opentargets/ENSG00000110717,http://purl.uniprot.org/uniprot/O00217,http://purl.uniprot.org/taxonomy/9606,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial"
C1537989,http://purl.uniprot.org/opentargets/ENSG00000112183,http://purl.uniprot.org/uniprot/Q9BX46,http://purl.uniprot.org/taxonomy/9606,RNA-binding protein 24
C1417651,http://purl.uniprot.org/opentargets/ENSG00000112699,http://purl.uniprot.org/uniprot/O60547,http://purl.uniprot.org/taxonomy/9606,"GDP-mannose 4,6 dehydratase"
C1823407,http://purl.uniprot.org/opentargets/ENSG00000117054,http://purl.uniprot.org/uniprot/P11310,http://purl.uniprot.org/taxonomy/9606,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial"
C1823405,http://purl.uniprot.org/opentargets/ENSG00000117682,http://purl.uniprot.org/uniprot/Q86SQ9,http://purl.uniprot.org/taxonomy/9606,Dehydrodolichyl diphosphate synthase complex subunit DHDDS
C2681112,http://purl.uniprot.org/opentargets/ENSG00000118432,http://purl.uniprot.org/uniprot/P21554,http://purl.uniprot.org/taxonomy/9606,Cannabinoid receptor 1
C1825598,http://purl.uniprot.org/opentargets/ENSG00000120519,http://purl.uniprot.org/uniprot/Q0GE19,http://purl.uniprot.org/taxonomy/9606,Sodium/bile acid cotransporter 7
C1416994,http://purl.uniprot.org/opentargets/ENSG00000120800,http://purl.uniprot.org/uniprot/O75691,http://purl.uniprot.org/taxonomy/9606,Small subunit processome component 20 homolog
C1836075,http://purl.uniprot.org/opentargets/ENSG00000120948,http://purl.uniprot.org/uniprot/Q13148,http://purl.uniprot.org/taxonomy/9606,TAR DNA-binding protein 43
C0919478,http://purl.uniprot.org/opentargets/ENSG00000124299,http://purl.uniprot.org/uniprot/P12955,http://purl.uniprot.org/taxonomy/9606,Xaa-Pro dipeptidase
C1413554,http://purl.uniprot.org/opentargets/ENSG00000125363,http://purl.uniprot.org/uniprot/Q99217,http://purl.uniprot.org/taxonomy/9606,"Amelogenin, X isoform"
C2828846,http://purl.uniprot.org/opentargets/ENSG00000131979,http://purl.uniprot.org/uniprot/P30793,http://purl.uniprot.org/taxonomy/9606,GTP cyclohydrolase 1
C1418887,http://purl.uniprot.org/opentargets/ENSG00000132874,http://purl.uniprot.org/uniprot/Q15849,http://purl.uniprot.org/taxonomy/9606,Urea transporter 2
C1823612,http://purl.uniprot.org/opentargets/ENSG00000135903,http://purl.uniprot.org/uniprot/P23760,http://purl.uniprot.org/taxonomy/9606,Paired box protein Pax-3
C1417132,http://purl.uniprot.org/opentargets/ENSG00000135917,http://purl.uniprot.org/uniprot/Q9BZV2,http://purl.uniprot.org/taxonomy/9606,Thiamine transporter 2
C1414085,http://purl.uniprot.org/opentargets/ENSG00000136450,http://purl.uniprot.org/uniprot/Q07955,http://purl.uniprot.org/taxonomy/9606,Serine/arginine-rich splicing factor 1
C1420401,http://purl.uniprot.org/opentargets/ENSG00000137513,http://purl.uniprot.org/uniprot/Q96I59,http://purl.uniprot.org/taxonomy/9606,Asparaginyl-tRNA synthetase
C1425228,http://purl.uniprot.org/opentargets/ENSG00000140521,http://purl.uniprot.org/uniprot/P54098,http://purl.uniprot.org/taxonomy/9606,DNA polymerase subunit gamma-1
C1414372,http://purl.uniprot.org/opentargets/ENSG00000142657,http://purl.uniprot.org/uniprot/P52209,http://purl.uniprot.org/taxonomy/9606,"6-phosphogluconate dehydrogenase, decarboxylating"
C1418504,http://purl.uniprot.org/opentargets/ENSG00000143632,http://purl.uniprot.org/uniprot/P68133,http://purl.uniprot.org/taxonomy/9606,"Actin, alpha skeletal muscle"
C1424138,http://purl.uniprot.org/opentargets/ENSG00000149187,http://purl.uniprot.org/uniprot/Q92879,http://purl.uniprot.org/taxonomy/9606,CUGBP Elav-like family member 1
C1417645,http://purl.uniprot.org/opentargets/ENSG00000150787,http://purl.uniprot.org/uniprot/Q03393,http://purl.uniprot.org/taxonomy/9606,6-pyruvoyl tetrahydrobiopterin synthase
C1418731,http://purl.uniprot.org/opentargets/ENSG00000151092,http://purl.uniprot.org/uniprot/Q96IV0,http://purl.uniprot.org/taxonomy/9606,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase
C1419873,http://purl.uniprot.org/opentargets/ENSG00000152601,http://purl.uniprot.org/uniprot/Q9NR56,http://purl.uniprot.org/taxonomy/9606,Muscleblind-like protein 1
C1424138,http://purl.uniprot.org/opentargets/ENSG00000154059,http://purl.uniprot.org/uniprot/Q9P2X3,http://purl.uniprot.org/taxonomy/9606,Protein IMPACT
C1413450,http://purl.uniprot.org/opentargets/ENSG00000158864,http://purl.uniprot.org/uniprot/O75306,http://purl.uniprot.org/taxonomy/9606,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial"
C1413435,http://purl.uniprot.org/opentargets/ENSG00000160131,http://purl.uniprot.org/uniprot/Q3ZAQ7,http://purl.uniprot.org/taxonomy/9606,Vacuolar ATPase assembly integral membrane protein VMA21
C1414085,http://purl.uniprot.org/opentargets/ENSG00000164879,http://purl.uniprot.org/uniprot/P07451,http://purl.uniprot.org/taxonomy/9606,Carbonic anhydrase 3
C1412477,http://purl.uniprot.org/opentargets/ENSG00000165646,http://purl.uniprot.org/uniprot/Q05940,http://purl.uniprot.org/taxonomy/9606,Synaptic vesicular amine transporter
C1417055,http://purl.uniprot.org/opentargets/ENSG00000167258,http://purl.uniprot.org/uniprot/Q9NYV4,http://purl.uniprot.org/taxonomy/9606,Cyclin-dependent kinase 12
C1419339,http://purl.uniprot.org/opentargets/ENSG00000169313,http://purl.uniprot.org/uniprot/Q9H244,http://purl.uniprot.org/taxonomy/9606,P2Y purinoceptor 12
C1419129,http://purl.uniprot.org/opentargets/ENSG00000169567,http://purl.uniprot.org/uniprot/P49773,http://purl.uniprot.org/taxonomy/9606,Adenosine 5'-monophosphoramidase HINT1
C1420076,http://purl.uniprot.org/opentargets/ENSG00000171105,http://purl.uniprot.org/uniprot/P06213,http://purl.uniprot.org/taxonomy/9606,Insulin receptor
C1427004,http://purl.uniprot.org/opentargets/ENSG00000171298,http://purl.uniprot.org/uniprot/P10253,http://purl.uniprot.org/taxonomy/9606,Lysosomal alpha-glucosidase
C1854634,http://purl.uniprot.org/opentargets/ENSG00000171759,http://purl.uniprot.org/uniprot/P00439,http://purl.uniprot.org/taxonomy/9606,Phenylalanine-4-hydroxylase
C1419304,http://purl.uniprot.org/opentargets/ENSG00000171867,http://purl.uniprot.org/uniprot/P04156,http://purl.uniprot.org/taxonomy/9606,Major prion protein
C1419989,http://purl.uniprot.org/opentargets/ENSG00000175938,http://purl.uniprot.org/uniprot/Q9BRQ5,http://purl.uniprot.org/taxonomy/9606,Protein orai-3
C1419864,http://purl.uniprot.org/opentargets/ENSG00000177045,http://purl.uniprot.org/uniprot/Q8N196,http://purl.uniprot.org/taxonomy/9606,Homeobox protein SIX5
C1413963,http://purl.uniprot.org/opentargets/ENSG00000177239,http://purl.uniprot.org/uniprot/Q9UKM7,http://purl.uniprot.org/taxonomy/9606,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase"
C1418462,http://purl.uniprot.org/opentargets/ENSG00000180644,http://purl.uniprot.org/uniprot/P14222,http://purl.uniprot.org/taxonomy/9606,Perforin-1
C1418941,http://purl.uniprot.org/opentargets/ENSG00000181027,http://purl.uniprot.org/uniprot/Q9H9S5,http://purl.uniprot.org/taxonomy/9606,Ribitol 5-phosphate transferase FKRP
C1414405,http://purl.uniprot.org/opentargets/ENSG00000183873,http://purl.uniprot.org/uniprot/Q14524,http://purl.uniprot.org/taxonomy/9606,Sodium channel protein type 5 subunit alpha
C1414088,http://purl.uniprot.org/opentargets/ENSG00000184194,http://purl.uniprot.org/uniprot/Q9NS66,http://purl.uniprot.org/taxonomy/9606,Probable G-protein coupled receptor 173
C1415321,http://purl.uniprot.org/opentargets/ENSG00000185800,http://purl.uniprot.org/uniprot/Q09019,http://purl.uniprot.org/taxonomy/9606,Dystrophia myotonica WD repeat-containing protein
C1413044,http://purl.uniprot.org/opentargets/ENSG00000188037,http://purl.uniprot.org/uniprot/P35523,http://purl.uniprot.org/taxonomy/9606,Chloride channel protein 1
C1413824,http://purl.uniprot.org/opentargets/ENSG00000188778,http://purl.uniprot.org/uniprot/P13945,http://purl.uniprot.org/taxonomy/9606,Beta-3 adrenergic receptor
C1416776,http://purl.uniprot.org/opentargets/ENSG00000196365,http://purl.uniprot.org/uniprot/P36776,http://purl.uniprot.org/taxonomy/9606,"Lon protease homolog, mitochondrial"
C1334133,http://purl.uniprot.org/opentargets/ENSG00000196569,http://purl.uniprot.org/uniprot/P24043,http://purl.uniprot.org/taxonomy/9606,Laminin subunit alpha-2
C1420099,http://purl.uniprot.org/opentargets/ENSG00000198888,http://purl.uniprot.org/uniprot/P03886,http://purl.uniprot.org/taxonomy/9606,NADH-ubiquinone oxidoreductase chain 1
C1335192,http://purl.uniprot.org/opentargets/ENSG00000214285,http://purl.uniprot.org/uniprot/P0C0P6,http://purl.uniprot.org/taxonomy/9606,Neuropeptide S
C1416540,http://purl.uniprot.org/opentargets/ENSG00000214827,http://purl.uniprot.org/uniprot/P56278,http://purl.uniprot.org/taxonomy/9606,Protein p13 MTCP-1
C1425023,http://purl.uniprot.org/opentargets/ENSG00000234906,http://purl.uniprot.org/uniprot/P02655,http://purl.uniprot.org/taxonomy/9606,Apolipoprotein C-II
C1538790,http://purl.uniprot.org/opentargets/ENSG00000237136,http://purl.uniprot.org/uniprot/C9J302,http://purl.uniprot.org/taxonomy/9606,Uncharacterized protein C4orf51
C1421396,http://purl.uniprot.org/opentargets/ENSG00000067704,http://purl.uniprot.org/uniprot/Q9NSE4,http://purl.uniprot.org/taxonomy/9606,"Isoleucine--tRNA ligase, mitochondrial"
C1417647,http://purl.uniprot.org/opentargets/ENSG00000073578,http://purl.uniprot.org/uniprot/P31040,http://purl.uniprot.org/taxonomy/9606,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"
C1425330,http://purl.uniprot.org/opentargets/ENSG00000079739,http://purl.uniprot.org/uniprot/P36871,http://purl.uniprot.org/taxonomy/9606,Phosphoglucomutase-1
C1412251,http://purl.uniprot.org/opentargets/ENSG00000090861,http://purl.uniprot.org/uniprot/P49588,http://purl.uniprot.org/taxonomy/9606,"Alanine--tRNA ligase, cytoplasmic"
C1415900,http://purl.uniprot.org/opentargets/ENSG00000101247,http://purl.uniprot.org/uniprot/Q5TEU4,http://purl.uniprot.org/taxonomy/9606,"Arginine-hydroxylase NDUFAF5, mitochondrial"
C1425023,http://purl.uniprot.org/opentargets/ENSG00000107815,http://purl.uniprot.org/uniprot/Q96RR1,http://purl.uniprot.org/taxonomy/9606,Twinkle mtDNA helicase
C1417652,http://purl.uniprot.org/opentargets/ENSG00000109819,http://purl.uniprot.org/uniprot/Q9UBK2,http://purl.uniprot.org/taxonomy/9606,Peroxisome proliferator-activated receptor gamma coactivator 1-alpha
C1424082,http://purl.uniprot.org/opentargets/ENSG00000110074,http://purl.uniprot.org/uniprot/Q96CU9,http://purl.uniprot.org/taxonomy/9606,FAD-dependent oxidoreductase domain-containing protein 1
C1418732,http://purl.uniprot.org/opentargets/ENSG00000110717,http://purl.uniprot.org/uniprot/O00217,http://purl.uniprot.org/taxonomy/9606,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial"
C1537998,http://purl.uniprot.org/opentargets/ENSG00000112183,http://purl.uniprot.org/uniprot/Q9BX46,http://purl.uniprot.org/taxonomy/9606,RNA-binding protein 24
C1423817,http://purl.uniprot.org/opentargets/ENSG00000112290,http://purl.uniprot.org/uniprot/Q92558,http://purl.uniprot.org/taxonomy/9606,Actin-binding protein WASF1
C1824156,http://purl.uniprot.org/opentargets/ENSG00000119943,http://purl.uniprot.org/uniprot/Q8N2H3,http://purl.uniprot.org/taxonomy/9606,Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2
C1427960,http://purl.uniprot.org/opentargets/ENSG00000122786,http://purl.uniprot.org/uniprot/Q05682,http://purl.uniprot.org/taxonomy/9606,Caldesmon
C1428119,http://purl.uniprot.org/opentargets/ENSG00000123297,http://purl.uniprot.org/uniprot/P43897,http://purl.uniprot.org/taxonomy/9606,"Elongation factor Ts, mitochondrial"
C1825598,http://purl.uniprot.org/opentargets/ENSG00000123545,http://purl.uniprot.org/uniprot/Q9P032,http://purl.uniprot.org/taxonomy/9606,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4
C1414247,http://purl.uniprot.org/opentargets/ENSG00000123908,http://purl.uniprot.org/uniprot/Q9UKV8,http://purl.uniprot.org/taxonomy/9606,Protein argonaute-2
C1417647,http://purl.uniprot.org/opentargets/ENSG00000125356,http://purl.uniprot.org/uniprot/O15239,http://purl.uniprot.org/taxonomy/9606,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1
C1417640,http://purl.uniprot.org/opentargets/ENSG00000125871,http://purl.uniprot.org/uniprot/Q9BQP7,http://purl.uniprot.org/taxonomy/9606,Mitochondrial genome maintenance exonuclease 1
C1822755,http://purl.uniprot.org/opentargets/ENSG00000127884,http://purl.uniprot.org/uniprot/P30084,http://purl.uniprot.org/taxonomy/9606,"Enoyl-CoA hydratase, mitochondrial"
C1537989,http://purl.uniprot.org/opentargets/ENSG00000131828,http://purl.uniprot.org/uniprot/P08559,http://purl.uniprot.org/taxonomy/9606,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"
C1419873,http://purl.uniprot.org/opentargets/ENSG00000132300,http://purl.uniprot.org/uniprot/Q96EY7,http://purl.uniprot.org/taxonomy/9606,Small ribosomal subunit protein mS39
C1420527,http://purl.uniprot.org/opentargets/ENSG00000134489,http://purl.uniprot.org/uniprot/Q9H3N8,http://purl.uniprot.org/taxonomy/9606,Histamine H4 receptor
C1417647,http://purl.uniprot.org/opentargets/ENSG00000135124,http://purl.uniprot.org/uniprot/Q99571,http://purl.uniprot.org/taxonomy/9606,P2X purinoceptor 4
C1418504,http://purl.uniprot.org/opentargets/ENSG00000135917,http://purl.uniprot.org/uniprot/Q9BZV2,http://purl.uniprot.org/taxonomy/9606,Thiamine transporter 2
C1537983,http://purl.uniprot.org/opentargets/ENSG00000136463,http://purl.uniprot.org/uniprot/Q9BSH4,http://purl.uniprot.org/taxonomy/9606,Translational activator of cytochrome c oxidase 1
C1423817,http://purl.uniprot.org/opentargets/ENSG00000137513,http://purl.uniprot.org/uniprot/Q96I59,http://purl.uniprot.org/taxonomy/9606,Asparaginyl-tRNA synthetase
C1537995,http://purl.uniprot.org/opentargets/ENSG00000138035,http://purl.uniprot.org/uniprot/Q8TCS8,http://purl.uniprot.org/taxonomy/9606,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial"
C1416989,http://purl.uniprot.org/opentargets/ENSG00000138095,http://purl.uniprot.org/uniprot/P42704,http://purl.uniprot.org/taxonomy/9606,"Leucine-rich PPR motif-containing protein, mitochondrial"
C1424138,http://purl.uniprot.org/opentargets/ENSG00000140650,http://purl.uniprot.org/uniprot/O15305,http://purl.uniprot.org/taxonomy/9606,Phosphomannomutase 2
C1539561,http://purl.uniprot.org/opentargets/ENSG00000142657,http://purl.uniprot.org/uniprot/P52209,http://purl.uniprot.org/taxonomy/9606,"6-phosphogluconate dehydrogenase, decarboxylating"
C1824568,http://purl.uniprot.org/opentargets/ENSG00000148187,http://purl.uniprot.org/uniprot/Q96E11,http://purl.uniprot.org/taxonomy/9606,"Ribosome-recycling factor, mitochondrial"
C1825559,http://purl.uniprot.org/opentargets/ENSG00000151092,http://purl.uniprot.org/uniprot/Q96IV0,http://purl.uniprot.org/taxonomy/9606,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase
C1417646,http://purl.uniprot.org/opentargets/ENSG00000154059,http://purl.uniprot.org/uniprot/Q9P2X3,http://purl.uniprot.org/taxonomy/9606,Protein IMPACT
C1826350,http://purl.uniprot.org/opentargets/ENSG00000156170,http://purl.uniprot.org/uniprot/Q330K2,http://purl.uniprot.org/taxonomy/9606,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6"
C1418437,http://purl.uniprot.org/opentargets/ENSG00000158864,http://purl.uniprot.org/uniprot/O75306,http://purl.uniprot.org/taxonomy/9606,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial"
C1824247,http://purl.uniprot.org/opentargets/ENSG00000163933,http://purl.uniprot.org/uniprot/Q96AA3,http://purl.uniprot.org/taxonomy/9606,Man(5)GlcNAc(2)-PP-dolichol translocation protein RFT1
C1825311,http://purl.uniprot.org/opentargets/ENSG00000164209,http://purl.uniprot.org/uniprot/Q96AG3,http://purl.uniprot.org/taxonomy/9606,Mitochondrial outer membrane protein SLC25A46
C1824156,http://purl.uniprot.org/opentargets/ENSG00000164258,http://purl.uniprot.org/uniprot/O43181,http://purl.uniprot.org/taxonomy/9606,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial"
C1427260,http://purl.uniprot.org/opentargets/ENSG00000164347,http://purl.uniprot.org/uniprot/Q969S9,http://purl.uniprot.org/taxonomy/9606,"Ribosome-releasing factor 2, mitochondrial"
C1412054,http://purl.uniprot.org/opentargets/ENSG00000166136,http://purl.uniprot.org/uniprot/O95169,http://purl.uniprot.org/taxonomy/9606,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial"
C1417651,http://purl.uniprot.org/opentargets/ENSG00000167792,http://purl.uniprot.org/uniprot/P49821,http://purl.uniprot.org/taxonomy/9606,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
C1423677,http://purl.uniprot.org/opentargets/ENSG00000169313,http://purl.uniprot.org/uniprot/Q9H244,http://purl.uniprot.org/taxonomy/9606,P2Y purinoceptor 12
C1414333,http://purl.uniprot.org/opentargets/ENSG00000172005,http://purl.uniprot.org/uniprot/P21145,http://purl.uniprot.org/taxonomy/9606,Myelin and lymphocyte protein
C1826731,http://purl.uniprot.org/opentargets/ENSG00000172037,http://purl.uniprot.org/uniprot/P55268,http://purl.uniprot.org/taxonomy/9606,Laminin subunit beta-2
C1414247,http://purl.uniprot.org/opentargets/ENSG00000172046,http://purl.uniprot.org/uniprot/O94966,http://purl.uniprot.org/taxonomy/9606,Ubiquitin carboxyl-terminal hydrolase 19
C1419906,http://purl.uniprot.org/opentargets/ENSG00000176340,http://purl.uniprot.org/uniprot/P10176,http://purl.uniprot.org/taxonomy/9606,"Cytochrome c oxidase subunit 8A, mitochondrial"
C1825598,http://purl.uniprot.org/opentargets/ENSG00000178057,http://purl.uniprot.org/uniprot/Q9BU61,http://purl.uniprot.org/taxonomy/9606,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3
C1427960,http://purl.uniprot.org/opentargets/ENSG00000178127,http://purl.uniprot.org/uniprot/P19404,http://purl.uniprot.org/taxonomy/9606,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"
C1537988,http://purl.uniprot.org/opentargets/ENSG00000184752,http://purl.uniprot.org/uniprot/Q9UI09,http://purl.uniprot.org/taxonomy/9606,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12
C1537991,http://purl.uniprot.org/opentargets/ENSG00000197919,http://purl.uniprot.org/uniprot/P01562,http://purl.uniprot.org/taxonomy/9606,Interferon alpha-1/13
C1824725,http://purl.uniprot.org/opentargets/ENSG00000198695,http://purl.uniprot.org/uniprot/P03923,http://purl.uniprot.org/taxonomy/9606,NADH-ubiquinone oxidoreductase chain 6
C1424138,http://purl.uniprot.org/opentargets/ENSG00000198707,http://purl.uniprot.org/uniprot/O15078,http://purl.uniprot.org/taxonomy/9606,Centrosomal protein of 290 kDa
C1420527,http://purl.uniprot.org/opentargets/ENSG00000198727,http://purl.uniprot.org/uniprot/P00156,http://purl.uniprot.org/taxonomy/9606,Cytochrome b
C1423677,http://purl.uniprot.org/opentargets/ENSG00000198786,http://purl.uniprot.org/uniprot/P03915,http://purl.uniprot.org/taxonomy/9606,NADH-ubiquinone oxidoreductase chain 5
C1824568,http://purl.uniprot.org/opentargets/ENSG00000198840,http://purl.uniprot.org/uniprot/P03897,http://purl.uniprot.org/taxonomy/9606,NADH-ubiquinone oxidoreductase chain 3
C1413661,http://purl.uniprot.org/opentargets/ENSG00000198888,http://purl.uniprot.org/uniprot/P03886,http://purl.uniprot.org/taxonomy/9606,NADH-ubiquinone oxidoreductase chain 1
C1419873,http://purl.uniprot.org/opentargets/ENSG00000198899,http://purl.uniprot.org/uniprot/P00846,http://purl.uniprot.org/taxonomy/9606,ATP synthase F(0) complex subunit a
C1417645,http://purl.uniprot.org/opentargets/ENSG00000213619,http://purl.uniprot.org/uniprot/O75489,http://purl.uniprot.org/taxonomy/9606,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial"
C1419873,http://purl.uniprot.org/opentargets/ENSG00000241878,http://purl.uniprot.org/uniprot/Q9UG56,http://purl.uniprot.org/taxonomy/9606,"Phosphatidylserine decarboxylase proenzyme, mitochondrial"
C1418674,http://purl.uniprot.org/opentargets/ENSG00000256525,http://purl.uniprot.org/uniprot/Q9UHN1,http://purl.uniprot.org/taxonomy/9606,DNA polymerase subunit gamma-2
C1423677,http://purl.uniprot.org/opentargets/ENSG00000282608,http://purl.uniprot.org/uniprot/P0DMS8,http://purl.uniprot.org/taxonomy/9606,Adenosine receptor A3
C1439284,http://purl.uniprot.org/opentargets/ENSG00000000938,http://purl.uniprot.org/uniprot/P09769,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase Fgr
C1419149,http://purl.uniprot.org/opentargets/ENSG00000001630,http://purl.uniprot.org/uniprot/Q16850,http://purl.uniprot.org/taxonomy/9606,Lanosterol 14-alpha demethylase
C2681112,http://purl.uniprot.org/opentargets/ENSG00000010072,http://purl.uniprot.org/uniprot/Q9H040,http://purl.uniprot.org/taxonomy/9606,DNA-dependent metalloprotease SPRTN
C1418674,http://purl.uniprot.org/opentargets/ENSG00000010704,http://purl.uniprot.org/uniprot/Q30201,http://purl.uniprot.org/taxonomy/9606,Hereditary hemochromatosis protein
C1824644,http://purl.uniprot.org/opentargets/ENSG00000033011,http://purl.uniprot.org/uniprot/Q9BT22,http://purl.uniprot.org/taxonomy/9606,Chitobiosyldiphosphodolichol beta-mannosyltransferase
C1412687,http://purl.uniprot.org/opentargets/ENSG00000034971,http://purl.uniprot.org/uniprot/Q99972,http://purl.uniprot.org/taxonomy/9606,Myocilin
C1425293,http://purl.uniprot.org/opentargets/ENSG00000066427,http://purl.uniprot.org/uniprot/P54252,http://purl.uniprot.org/taxonomy/9606,Ataxin-3
C1417652,http://purl.uniprot.org/opentargets/ENSG00000069535,http://purl.uniprot.org/uniprot/P27338,http://purl.uniprot.org/taxonomy/9606,Amine oxidase [flavin-containing] B
C1417055,http://purl.uniprot.org/opentargets/ENSG00000071553,http://purl.uniprot.org/uniprot/Q15904,http://purl.uniprot.org/taxonomy/9606,V-type proton ATPase subunit S1
C1825598,http://purl.uniprot.org/opentargets/ENSG00000077498,http://purl.uniprot.org/uniprot/P14679,http://purl.uniprot.org/taxonomy/9606,Tyrosinase
C1428114,http://purl.uniprot.org/opentargets/ENSG00000081248,http://purl.uniprot.org/uniprot/Q13698,http://purl.uniprot.org/taxonomy/9606,Voltage-dependent L-type calcium channel subunit alpha-1S
C1823744,http://purl.uniprot.org/opentargets/ENSG00000086848,http://purl.uniprot.org/uniprot/Q9H6U8,http://purl.uniprot.org/taxonomy/9606,"Alpha-1,2-mannosyltransferase ALG9"
C1363878,http://purl.uniprot.org/opentargets/ENSG00000099956,http://purl.uniprot.org/uniprot/Q12824,http://purl.uniprot.org/taxonomy/9606,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
C1384665,http://purl.uniprot.org/opentargets/ENSG00000100416,http://purl.uniprot.org/uniprot/O75648,http://purl.uniprot.org/taxonomy/9606,Mitochondrial tRNA-specific 2-thiouridylase 1
C1823502,http://purl.uniprot.org/opentargets/ENSG00000102174,http://purl.uniprot.org/uniprot/P78562,http://purl.uniprot.org/taxonomy/9606,Phosphate-regulating neutral endopeptidase PHEX
C1418731,http://purl.uniprot.org/opentargets/ENSG00000105392,http://purl.uniprot.org/uniprot/O43186,http://purl.uniprot.org/taxonomy/9606,Cone-rod homeobox protein
C1418674,http://purl.uniprot.org/opentargets/ENSG00000105514,http://purl.uniprot.org/uniprot/O95716,http://purl.uniprot.org/taxonomy/9606,Ras-related protein Rab-3D
C1418813,http://purl.uniprot.org/opentargets/ENSG00000105607,http://purl.uniprot.org/uniprot/Q92947,http://purl.uniprot.org/taxonomy/9606,"Glutaryl-CoA dehydrogenase, mitochondrial"
C1537991,http://purl.uniprot.org/opentargets/ENSG00000108433,http://purl.uniprot.org/uniprot/O14653,http://purl.uniprot.org/taxonomy/9606,Golgi SNAP receptor complex member 2
